Area,Boro,AreaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02
Wakefield,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389000.0,409000.0,409000.0,409000.0,404500.0,384500.0,389000.0,389000.0,395000.0,399900.0,409000.0,429000.0,429000.0,542000.0,549000.0,557000.0,569000.0,557000.0,474000.0,,,542500.0,452000.0,490000.0,537500.0,525000.0,537000.0,489000.0,525000.0,557450.0,549900.0,579000.0,564450.0,589500.0,589500.0,564450.0,569000.0,559000.0
Washington Heights,Manhattan,neighborhood,399000.0,399000.0,389000.0,388250.0,383000.0,375000.0,385250.0,381250.0,374000.0,370000.0,370000.0,379000.0,370000.0,366500.0,369499.5,378750.0,368000.0,369499.5,375000.0,351500.0,339500.0,350000.0,352000.0,365000.0,345000.0,350000.0,345000.0,339900.0,342900.0,322000.0,319900.0,309000.0,342000.0,330000.0,309000.0,325000.0,319900.0,345000.0,345000.0,349000.0,350000.0,369000.0,369000.0,349500.0,349000.0,375000.0,399000.0,442000.0,445000.0,445000.0,444000.0,450000.0,459000.0,468000.0,515000.0,518500.0,499900.0,498500.0,499000.0,499900.0,495000.0,462000.0,482500.0,479000.0,495000.0,499000.0,499000.0,482000.0,497000.0,499000.0,515000.0,499000.0,500000.0,525000.0,544500.0,549250.0,570000.0,593000.0,554500.0,565000.0,569500.0,585000.0,595000.0,599000.0,599000.0,574950.0,574900.0,569950.0,549000.0,575000.0,549000.0,575000.0,595250.0,624000.0,599000.0,599000.0,597250.0,611999.5
West Harlem,Manhattan,neighborhood,,,,,,269000.0,347500.0,,,,,,,,,217500.0,,,,,,,,,,,,,,,,,,130000.0,130000.0,130000.0,230000.0,230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349977.0,460000.0,349977.0,399988.5,450000.0,418750.0,,,,,,,,,,,,,,,,818000.0
West Village,Manhattan,neighborhood,1500000.0,1499500.0,1395000.0,1295000.0,1400000.0,1482500.0,1180000.0,1150000.0,1049000.0,1100000.0,1097500.0,1150000.0,999000.0,999000.0,999000.0,1150000.0,1217500.0,1170000.0,995000.0,959000.0,1049500.0,1125037.5,1195000.0,1072500.0,1060000.0,1200000.0,1150000.0,1224500.0,1362500.0,1350000.0,1287500.0,1360000.0,1500000.0,1625000.0,1553500.0,1682000.0,2150000.0,1900000.0,3450000.0,3250000.0,2750000.0,2500000.0,2737500.0,2650000.0,3464000.0,3350000.0,3972500.0,4725000.0,4495000.0,3712500.0,3950000.0,3225000.0,3150000.0,3712500.0,3395000.0,2995000.0,2845000.0,2895000.0,3300000.0,3625000.0,3637500.0,2997500.0,2395000.0,2395000.0,2650000.0,2795000.0,2875000.0,2950000.0,2995000.0,2800000.0,2797500.0,3497500.0,2997000.0,2497500.0,2250000.0,2749000.0,2895000.0,2995000.0,2875000.0,3270000.0,3000000.0,3072500.0,3345000.0,3695000.0,3250000.0,3275000.0,2295000.0,2672500.0,2750000.0,2925000.0,2750000.0,2950000.0,2822500.0,2925000.0,2822500.0,2895000.0,2750000.0,2775000.0
Westchester Village,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285500.0,,,,,,,,
Whitestone,Queens,neighborhood,,662000.0,625000.0,597000.0,597000.0,609000.0,759000.0,997499.5,1122499.5,1245000.0,1299000.0,674450.0,659900.0,659000.0,659900.0,1137499.5,1289499.5,1279999.0,485000.0,458000.0,873700.0,995000.0,873700.0,934350.0,784000.0,836350.0,821350.0,899000.0,934350.0,861350.0,934350.0,,1036500.0,934350.0,736350.0,,1036500.0,995000.0,995000.0,680000.0,365000.0,1298000.0,693500.0,649000.0,371999.5,371999.5,314999.0,371999.5,309999.5,305000.0,599000.0,641900.0,625000.0,699888.0,748444.0,723944.0,699888.0,699888.0,542000.0,431500.0,532000.0,795000.0,618000.0,608500.0,648000.0,795000.0,899444.0,899000.0,980000.0,998000.0,998000.0,998000.0,998000.0,1098000.0,990000.0,1199000.0,1149000.0,1299999.0,1224999.5,1319000.0,1288000.0,1249000.0,1425000.0,1048000.0,1150000.0,1048000.0,1162000.0,1163500.0,1188000.0,887000.0,895000.0,1088000.0,1195000.0,1178500.0,1176500.0,997000.0,996000.0,1138888.0
Williamsbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,300000.0,300000.0,,312500.0,,,,,,,,,,,,,,,357500.0,352500.0,354500.0,,119000.0,119000.0,104000.0,119000.0,,,,,,435000.0,,,504000.0,499000.0,499000.0,467000.0,499000.0,489000.0,479000.0,457000.0,409000.0,435000.0,425000.0,415000.0,497000.0,495000.0,497000.0,462500.0,,550000.0,550000.0,562500.0,535000.0,582000.0,594000.0,579000.0,594000.0,594000.0,589000.0,589000.0,550000.0,550000.0,512449.5,489000.0,489000.0,489000.0,407000.0,429000.0,
Williamsburg,Brooklyn,neighborhood,629990.0,639000.0,632500.0,639000.0,640000.0,640000.0,643990.0,628500.0,619990.0,615000.0,629990.0,615000.0,625000.0,619000.0,639000.0,625000.0,639000.0,622000.0,599000.0,599000.0,627000.0,692500.0,664500.0,695000.0,677000.0,687000.0,725000.0,750000.0,799000.0,755000.0,799000.0,762500.0,719000.0,699000.0,699000.0,689000.0,745000.0,789000.0,815000.0,875000.0,897000.0,875000.0,897000.0,925000.0,912500.0,949000.0,1024500.0,1137500.0,1150000.0,1050000.0,1149000.0,1195000.0,1203000.0,1249000.0,1175000.0,1195000.0,1249500.0,1250000.0,1250000.0,1274500.0,1244500.0,1235000.0,1295000.0,1250000.0,1295000.0,1221000.0,1195000.0,1199000.0,1170000.0,1199000.0,1200000.0,1200000.0,1291100.0,1282500.0,1299500.0,1225000.0,1244500.0,1200000.0,1225000.0,1225000.0,1230000.0,1249000.0,1260000.0,1275000.0,1285000.0,1295000.0,1260000.0,1292500.0,1260000.0,1295000.0,1297500.0,1325000.0,1312500.0,1337000.0,1295000.0,1262500.0,1295000.0,1395000.0
Windsor Terrace,Brooklyn,neighborhood,614000.0,629000.0,575000.0,549000.0,575000.0,575000.0,594000.0,594000.0,599000.0,577000.0,569000.0,550000.0,550000.0,530000.0,530000.0,530000.0,562000.0,484000.0,489000.0,450000.0,450000.0,450000.0,449500.0,449000.0,450000.0,450000.0,459000.0,477000.0,479000.0,472000.0,537500.0,499000.0,525000.0,507000.0,515000.0,499000.0,450000.0,474500.0,474500.0,489000.0,519000.0,465000.0,459000.0,459000.0,550000.0,542500.0,762000.0,1200000.0,737000.0,725000.0,747000.0,637500.0,600000.0,699000.0,550000.0,550000.0,842500.0,775000.0,840000.0,840000.0,682000.0,760000.0,710000.0,814500.0,867500.0,874500.0,944500.0,999900.0,932450.0,829000.0,825000.0,784000.0,1000499.0,949999.5,855000.0,854000.0,944500.0,1125000.0,1125000.0,1250000.0,997999.5,1022500.0,1145000.0,1350000.0,937500.0,912500.0,995000.0,1074500.0,1199000.0,1100000.0,980250.0,949500.0,980250.0,1125000.0,1250000.0,1274500.0,1395000.0,1395000.0
Woodhaven,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364500.0,,,,,,,239500.0,,,,239500.0,,,,,,,569000.0,524000.0,544000.0,519000.0,,,406500.0,504500.0,504500.0,459000.0,448000.0,448950.0,472000.0,469000.0,472000.0,489000.0,489000.0,504000.0,519000.0,679000.0,579450.0,589000.0,577450.0,559950.0,550000.0,532000.0,549500.0,559500.0,599000.0,634499.5,617500.0,629000.0,629000.0,634000.0,629000.0,639000.0,649000.0,643500.0,629000.0,649000.0,659000.0,659000.0
Woodlawn,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547000.0,,,,,,,
Woodside,Queens,neighborhood,270000.0,285000.0,270000.0,255000.0,272000.0,289000.0,252000.0,260000.0,252000.0,252000.0,257500.0,277000.0,255000.0,232000.0,232000.0,207000.0,207450.0,199900.0,180000.0,194500.0,195000.0,195000.0,194500.0,195000.0,205000.0,207000.0,202000.0,189000.0,187000.0,189000.0,185000.0,184900.0,175000.0,177000.0,175000.0,169000.0,172000.0,199000.0,185000.0,184950.0,190500.0,193500.0,192000.0,195000.0,195000.0,224500.0,220000.0,269000.0,274000.0,274000.0,234950.0,244450.0,242450.0,237450.0,249000.0,239900.0,244450.0,239900.0,234950.0,239900.0,239900.0,252000.0,285000.0,295000.0,342500.0,325000.0,269000.0,269000.0,269000.0,285000.0,275000.0,272000.0,275000.0,337000.0,369000.0,324500.0,369000.0,378000.0,332000.0,310000.0,379000.0,347500.0,366000.0,367000.0,380000.0,380000.0,375000.0,370000.0,374450.0,379000.0,419999.5,460000.0,530000.0,538500.0,515000.0,465000.0,519000.0,495000.0
Woodstock,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,236375.0,,,,236375.0,236375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299499.5,,,,
